"filename", "language", "TypeScript", "XML", "SCSS", "CSS", "TypeScript React", "JavaScript", "JSON", "Markdown", "HTML", "comment", "blank", "total"
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/signin/signin.interface.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/types/json.d.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/utlis/ajax.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/utlis/array.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 18
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/utlis/index.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/utlis/json.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 21
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/utlis/localStorage.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 48
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/utlis/string.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 12
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/utlis/validate.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 27
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/vars.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/tsconfig.json", "JSON", 0, 0, 0, 0, 0, 0, 30, 0, 0, 11, 1, 42
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/vue.config.js", "JavaScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 2, 0, 17
"Total", "-", 982, 419, 474, 24, 1129, 20, 64, 45, 16, 147, 287, 3607
